dish_id,calories,protein,fats,carbs,sugars,saturated_fats,salt,fiber,ingredients_number,dish_name,dish_size,unit,price,category,location,ingredients,energy (kJ),veg_fruit_percentage,nutriscore_points,nutriscore_grade
89,615.21,16.29,33.26,60.75,3.98,11.27,2.12,3.91,11,GNOCCHI AL TARTUFO,380,g,39.99,Menu główne,Warszawa_Chmielna,"gnocchi, pasta truflowa, pieczarki, śmietana, cebula, czosnek, chili, grana padano, rukola",147.04,19.21,18,D
90,774.46,36.37,26.91,93.4,4.89,10.81,1.13,5.23,15,TAGLIOLINI & SHRIMPS,364,g,56.99,Menu główne,Warszawa_Chmielna,"czarne tagliolini, krewetki, chili, pomidorki cherry, cebula, czosnek, natka pietruszki, papryka ostra, pieprz, grana padano, cytryna, wino białe, masło",185.1,17.58,12,D
91,991.6,34.1,69.13,60.699999999999996,10.74,16.03,3.54,8.620000000000001,9,CAESAR,620,G,34.99,Menu główne,Warszawa_Chmielna,"sałata rzymska, pomidorki cherry, grzanki, Grana Padano, granat, bekon, sos AïOLI anchois",237.0,46.77,23,E
92,501.15,23.16,35.41,23.68,4.17,5.58,13.28,4.21,11,PASTRAMI SALAD,370,g,45.99,Menu główne,Warszawa_Chmielna,"sałata karbowana, rukola, pomidorki koktajlowe, ogórki marynowane w chili, ziemniaki pieczone z tymiankiem, pastrami, musztarda francuska, kiełki groszku, sos AïOLI truflowy",119.78,59.46,21,E
93,66.03,2.8000000000000003,2.9099999999999997,7.17,0.38,0.87,0.29000000000000004,0.43,8,AïOLI BREAKKIE PIZZA,28,cm,32.99,Śniadania,Warszawa_Chmielna,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, bekon, pieczarki, mozzarella fior di latte, jajko sadzone, szczypiorek, sos AïOLI",15.78,21.43,0,A
94,764.35,29.9,33.05,87.17999999999999,4.9,9.66,2.92,5.13,7,AïOLI BREAKKIE PIZZA VEGE,28,cm,28.99,Śniadania,Warszawa_Chmielna,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, pieczarki, jajko sadzone, mozzarella  fior di latte, szczypiorek, sos AïOLI",182.68,250.0,15,D
95,710.23,27.64,48.26,42.79,3.65,18.560000000000002,6.89,4.89,12,TRUFFLE SCRAMBLE TOAST,310,g,29.99,Śniadania,Warszawa_Chmielna,"chleb na zakwasie, jajecznica na maśle, pieczarki w sosie śmietanowo –  truflowym, grana padano, szczypiorek, liście szczawiku krwistego, sos AïOLI",169.75,19.35,27,E
96,931.45,27.89,62.43,63.550000000000004,6.99,17.34,7.21,4.25,10,TURKISH EGGS,340,g,32.99,Śniadania,Warszawa_Chmielna,"jajka poche, serek śmietankowy, mix pestek, olej chili, oliwa bazyliowo-szczypiorkowa, koperek, szczawik krwisty, pita AïOLI",222.62,2.94,29,E
97,1155.35,49.370000000000005,78.53,59.0,15.92,22.27,13.81,3.5100000000000002,12,BACON SANDWICH,400,g,34.99,Śniadania,Warszawa_Chmielna,"domowa chałka, ser cheddar, bekon, burak marynowany, liście botwinki, sałata karbowana, cebula marynowana, dwa jajka sadzone, sos AïOLI",276.14,17.5,31,E
98,1399.8,42.57,100.76,75.02000000000001,10.22,25.0,15.969999999999999,7.029999999999999,11,ENGLISH BREAKFAST,550,g,38.99,Śniadania,Warszawa_Chmielna,"jajka sadzone, kiełbaski frankfurterki, fasola w sosie pomidorowym, grillowany boczek, portobello, pomidor, sos AïOLI, pita AïOLI",334.56,25.45,28,E
99,780.25,26.7,48.04,61.6,8.37,12.14,7.16,11.19,13,HUEVOS RANCHEROS,430,g,36.99,Śniadania,Warszawa_Chmielna,"jajko sadzone, awokado, salsa ranchera z pomidorów, pasta z czerwonej fasoli z kminem rzymskim, kremowy serek, rukola, kiełki buraka, ogórek świeży,  prażone ziarna, limonka, pita AïOLI",186.48,50.0,25,E
100,604.5,22.68,36.71,47.589999999999996,4.18,8.74,13.25,7.92,12,SALMON TOAST,310,g,42.99,Śniadania,Warszawa_Chmielna,"awokado, łosoś wędzony, rukola, kremowy serek, chleb na zakwasie, kiełki buraka, ogórek, sos winegret, prażone ziarna",144.48,25.81,24,E
101,656.1999999999999,21.22,42.84,48.43,5.8500000000000005,13.51,11.54,7.87,13,AVOCADO TOAST,330,g,34.99,Śniadania,Warszawa_Chmielna,"chleb na zakwasie, awokado, dwa jajka poché, pomidor, mascarpone, sos sriracha, olej chili, pomidorki koktajlowe, kwiaty jadalne, kiełki groszku",156.84,28.79,26,E
102,655.99,29.9,42.879999999999995,38.25,4.84,21.56,3.2,2.77,10,BENEDICT ALLA CRISPY PROSCIUTTO,315,g,35.99,Śniadania,Warszawa_Chmielna,"grillowana bułka, szpinak na maśle, jajko poché, chipsy prosciutto, grana padano, sos holenderski, szczypiorek, kiełki groszku",156.79,14.92,25,E
103,745.6,24.49,29.36,98.47,48.81,14.17,1.25,5.32,9,SYRNIKI VANILLA & RHUBARB,385,g,34.99,Śniadania,Warszawa_Chmielna,"syrniki na domowym waniliowym kremie, karmelizowany rabarbar, kruszonka, sos tres leches, maliny, borówki, mięta",178.2,23.38,26,E
104,947.46,35.8,59.260000000000005,71.0,12.23,12.91,2.63,8.0,12,AïOLI BEEF TATAR 2.0,350,,45.99,Menu główne,Gdańsk,"rostbef, owoc kaparowca, cebula, ogórek kiszony, żółtko, sriracha, kiełki groszku, marynowane kurki, sos AïOLI truflowy, chleb na zakwasie, chipsy z batatów",226.45,34.29,21,E
105,827.85,10.169999999999998,53.120000000000005,80.11,15.620000000000001,5.84,2.88,9.68,9,AïOLI VEGE TATAR,330,g,37.99,Menu główne,Gdańsk,"pomidor, cebula, ogórek kiszony, kiełki groszku, kurki marynowane, sos AïOLI truflowy, chleb na zakwasie, chipsy z batatów",197.86,69.7,14,D
106,690.72,8.34,48.980000000000004,55.38,13.68,7.0,1.49,5.4,4,SWEET POTATO CHIPS,125,g,29.99,Menu główne,Gdańsk,"chipsy z batata, parmezan, sos AïOLI",165.09,72.0,10,C
107,300.45,6.37,22.419999999999998,19.44,10.53,6.13,11.04,6.33,7,ROASTED CABBAGE,300,g,32.99,Menu główne,Gdańsk,"grillowana kapusta, sambal, kremowy serek, oliwa bazyliowo – szczypiorkowa, granat, kiełki groszku",71.81,83.33,19,E
108,1466.04,53.410000000000004,122.61999999999999,33.68,1.71,21.41,6.62,2.34,11,TEMPURA CRISPY WINGS,450,g,39.99,Menu główne,Gdańsk,"skrzydełka z kurczaka w pikantnej tempurze, sos sambal, chili, szczypiorek, sezam, sos AïOLI",350.39,3.33,29,E
109,631.5,21.01,40.55,45.49,1.52,10.42,9.33,4.21,7,LOADED FRIES & BEEF BITES,225,g,42.99,Menu główne,Gdańsk,"plastry steka z rostbefu, sticksy, sos serowy, chimichurri, szczypiorek",150.93,57.33,25,E
110,493.25,27.8,26.53,33.85,2.88,10.92,2.13,2.25,9,BLACK GARLIC SHRIMPS,220,g,52.99,Menu główne,Gdańsk,"krewetki 6 szt., białe wino, masło, czarny czosnek, natka pietruszki, chili, cytryna, domowa focaccia AïOLI",117.89,11.36,18,D
111,493.16999999999996,27.830000000000002,26.53,33.85,1.9200000000000002,10.92,2.13,2.25,9,BUTTER WINE SHRIMPS,220,g,49.99,Menu główne,Gdańsk,"krewetki 6 szt., białe wino, masło, czosnek, natka pietruszki, chili, cytryna, domowa focaccia AïOLI",117.87,11.36,18,D
112,438.31,25.799999999999997,19.29,39.7,4.319999999999999,2.74,11.620000000000001,1.79,8,KATAIFI SHRIMPS,230,g,52.99,Menu główne,Gdańsk,"krewetki nobashi, ciasto kataifi, sos AïOLI sriracha, salsa mango, kolendra",104.76,11.74,22,E
113,1447.35,65.32,92.13,87.26,3.71,20.46,7.83,7.2299999999999995,18,AïOLI SHARING MEAT,600,g,79.99,Menu główne,Gdańsk,"set 3 tapasów: AïOLI BEEF TATAR 2.0, TEMPURA CRISPY WINGS, LOADED FRIES & BEEF BITES",345.92,25.83,27,E
114,1740.6399999999999,11.87,132.5,131.68,36.89,15.200000000000001,11.87,17.94,14,AïOLI SHARING VEGE,540,g,59.99,Menu główne,Gdańsk,"set 3 tapasów: ROASTED CABBAGE, AïOLI VEGE TATAR, SWEET POTATO CHIPS",416.02,85.93,31,E
115,1184.92,61.519999999999996,72.46000000000001,71.26,4.949999999999999,24.080000000000002,10.09,5.109999999999999,14,AïOLI SHARING SEAFOOD,570,g,129.99,Menu główne,Gdańsk,"set 3 tapasów: BUTTER WINE SHRIMPS, BLACK GARLIC SHRIMPS, KATAIFI SHRIMPS",283.2,8.6,27,E
116,375.02,6.71,27.21,27.28,14.049999999999999,7.85,5.19,5.32,7,CREMA DI POMODORO,450,g,22.99,Menu główne,Gdańsk,"krem z włoskich pomidorów pelati, sos z gorgonzoli, chipsy z cebuli",89.63,76.89,23,E
117,159.34,3.8899999999999997,8.91,16.48,4.09,1.2300000000000002,4.22,4.0,6,ZUPA DNIA,450,ml,22.99,Menu główne,Gdańsk,"zapytaj kelnera, jaką zupę przygotował dzisiaj Szef Kuchni",38.08,27.11,19,E
118,1420.43,56.44,81.07,119.67999999999999,7.970000000000001,21.3,8.51,9.89,12,AïOLI BURGER,520,g,49.99,Menu główne,Gdańsk,"bułka pszenna, wołowina 100%, sałata, pomidor, ser cheddar, bekon, ogórek piklowany, cebula karmelizowana, frytki, sos AïOLI, colesław",339.49,51.35,26,E
119,688.15,38.75,44.5,36.26,3.06,13.05,6.75,2.06,10,SMASH BURGER,310,g,46.99,Menu główne,Gdańsk,"bułka pszenna, wołowina 100%, cheddar, sos AïOLI truflowy, cebula, ogórek piklowany, sos AïOLI musztardowy",164.47,9.68,29,E
120,1509.45,56.81,86.14,126.98,8.219999999999999,21.45,13.6,11.0,11,PHILLY CHEESESTEAK BURGER,600,g,59.99,Menu główne,Gdańsk,"bułka pszenna, stek z rostbefu,  jalapeño, pesto bazyliowe, papryka, cebula, ser provolone, sos AïOLI",360.77,45.0,26,E
121,1245.1,34.120000000000005,67.56,124.73,15.04,11.379999999999999,30.5,10.76,9,REUBEN SANDWICH,520,g,52.99,Menu główne,Gdańsk,"grillowana chałka, pastrami, kapusta kiszona, ogórek kiszony, sos AïOLI musztardowy, frytki, sos AïOLI, colesław",297.59,54.81,27,E
122,1341.5500000000002,43.34,65.28,146.51999999999998,11.65,9.13,9.08,12.04,12,KOREAN FRIED CHICKEN BURGER,550,g,47.99,Menu główne,Gdańsk,"bułka pszenna, pierś z kurczaka w chrupiącej panierce, kimchi, salsa mango, kapusta czerwona z tabasco, sos AïOLI",320.64,54.0,25,E
123,84.72,3.14,3.14,11.110000000000001,0.53,1.1099999999999999,0.38,0.66,5,MARGHERITA,38,cm,34.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, świeża bazylia",20.25,21.05,1,B
124,110.84,3.71,5.33,12.09,1.16,2.29,0.44,0.76,5,TARTUFO & SWEET POTATO CHIPS,38,cm,38.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos śmietanowo – truflowy, chipsy z batata, grana padano, mozzarella fior di latte",26.49,13.16,3,C
125,80.69,3.29,3.39,9.24,0.53,1.33,0.39,0.55,8,BURRATA & COTTO,38,cm,48.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, prosciutto cotto, burrata, pomidorki cherry, bazylia, oliwa cytrynowa",19.29,21.05,1,B
126,88.9,3.12,3.41,11.43,0.78,1.6199999999999999,0.4,0.66,6,NDUJA & CARAMELIZED ONION,38,cm,52.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, nduja, karmelizowana cebula, mascarpone",21.25,18.42,2,B
127,81.67,3.4499999999999997,2.68,11.05,0.46,1.31,0.41000000000000003,0.63,6,TARTUFO & COTTO BIANCA,38,cm,49.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej,  sos śmietanowo – truflowy, mozzarella fior di latte, portobello, prosciutto cotto, natka pietruszki",19.52,10.53,2,B
128,97.92,3.4,3.9299999999999997,12.17,2.06,1.45,0.45,0.58,7,SALAMI & CHILLI HONEY,38,cm,48.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos z pomidorów pelati, mozzarella fior di latte, salami picante, miód chili, ricotta",23.4,13.16,2,B
129,88.73,3.29,3.8299999999999996,10.57,0.55,1.21,0.45999999999999996,0.8,8,KIMCHI PIZZA,38,cm,47.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos z pomidorów pelati, mozzarella fior di latte, kimchi, salami picante, olej sezamowy, sezam, szczypiorek",21.21,23.68,2,B
130,1086.8,47.19,41.45,131.63,7.87,14.95,5.62,7.53,7,PROSCIUTTO CRUDO,38,cm,49.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, Prosciutto Crudo, pomidorki cherry, rukola",259.75,263.16,22,E
131,103.87,4.88,4.93,9.94,0.37,2.85,0.45999999999999996,0.5,6,QUATTRO FROMAGGI,38,cm,44.99,Menu główne,Gdańsk,"ciasto z mąki włoskiej, sos śmietanowy, mozzarella fior di latte, gorgonzola, ser provolone, grana padano",24.83,0.0,2,B
132,820.14,54.65,62.52,11.13,2.2800000000000002,27.38,4.4,3.54,9,AïOLI SEASONAL STEAK,450,g,95.99,Menu główne,Gdańsk,"stek z rostbefu, masło truflowe, kiełki groszku, purée truflowe, zielona fasolka szparagowa na maśle, oliwa bazyliowo – szczypiorkowa płatki chili, sól maldon",196.02,29.33,27,E
133,892.35,53.87,61.72,28.74,2.16,26.43,6.04,3.41,9,CLASSIC NY STEAK,450,g,85.99,Menu główne,Gdańsk,"stek z rostbefu, blanszowany szpinak, czosnek, cebula, ziemniaki konfitowane, pomidorki cherry, masło truflowe",213.28,37.78,27,E
134,990.9,49.62,64.04,52.59,1.76,20.06,6.779999999999999,5.119999999999999,7,GREEN PEPPER STEAK,420,g,89.99,Menu główne,Gdańsk,"stek z rostbefu, sos śmietanowy z zielonego pieprzu, sticks fries, chimichurri, kiełki groszku",236.83,35.71,26,E
135,1334.4,65.46,88.88,65.25999999999999,0.95,29.82,5.46,6.23,12,SURF & TURF 2.0,525,g,97.99,Menu główne,Gdańsk,"stek z rostbefu, krewetki 4szt., białe wino, masło, czosnek, masło rakowe, pesto bazyliowe, sól maldon, kiełki groszku, frytki",318.93,30.86,25,E
136,795.78,44.16,26.87,93.14,4.680000000000001,6.66,1.1600000000000001,5.0200000000000005,11,CHICKEN & PESTO MAFALDINE,300,g,46.99,Menu główne,Gdańsk,"makaron mafaldine, grillowana pierś z kurczaka, pesto bazyliowe, białe wino, szpinak, cebula, czosnek, chili, grana padano, pomidorki cherry",190.2,18.0,8,C
137,520.09,14.71,36.75,31.86,2.06,19.95,1.77,2.53,6,SALVIA BUTTER RAVIOLI,190,g,44.99,Menu główne,Gdańsk,"ravioli nadziewane ricottą i szpinakiem, masło szałwiowe, grana padano, kiełki groszku",124.3,3.68,16,D
138,611.8,27.250000000000004,29.85,56.230000000000004,8.67,7.8,3.01,3.73,10,GREEN UDON,390,g,42.99,Menu główne,Gdańsk,"makaron udon, kurczak marynowany, pesto bazyliowo-ziołowe, ser sałatkowy, miód, kiełki groszku, nitki chili, pieprz",146.22,3.85,21,E
139,615.21,16.29,33.26,60.75,3.98,11.27,2.12,3.91,11,GNOCCHI AL TARTUFO,380,g,39.99,Menu główne,Gdańsk,"gnocchi, pasta truflowa, pieczarki, śmietana, cebula, czosnek, chili, grana padano, rukola",147.04,19.21,18,D
140,774.46,36.37,26.91,93.4,4.89,10.81,1.13,5.23,15,TAGLIOLINI & SHRIMPS,364,g,56.99,Menu główne,Gdańsk,"czarne tagliolini, krewetki, chili, pomidorki cherry, cebula, czosnek, natka pietruszki, papryka ostra, pieprz, grana padano, cytryna, wino białe, masło",185.1,17.58,12,D
141,991.6,34.1,69.13,60.699999999999996,10.74,16.03,3.54,8.620000000000001,9,CAESAR,620,G,34.99,Menu główne,Gdańsk,"sałata rzymska, pomidorki cherry, grzanki, Grana Padano, granat, bekon, sos AïOLI anchois",237.0,46.77,23,E
142,501.15,23.16,35.41,23.68,4.17,5.58,13.28,4.21,11,PASTRAMI SALAD,370,g,45.99,Menu główne,Gdańsk,"sałata karbowana, rukola, pomidorki koktajlowe, ogórki marynowane w chili, ziemniaki pieczone z tymiankiem, pastrami, musztarda francuska, kiełki groszku, sos AïOLI truflowy",119.78,59.46,21,E
143,66.03,2.8000000000000003,2.9099999999999997,7.17,0.38,0.87,0.29000000000000004,0.43,8,AïOLI BREAKKIE PIZZA,28,cm,32.99,Śniadania,Gdańsk,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, bekon, pieczarki, mozzarella fior di latte, jajko sadzone, szczypiorek, sos AïOLI",15.78,21.43,0,A
144,764.35,29.9,33.05,87.17999999999999,4.9,9.66,2.92,5.13,7,AïOLI BREAKKIE PIZZA VEGE,28,cm,28.99,Śniadania,Gdańsk,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, pieczarki, jajko sadzone, mozzarella  fior di latte, szczypiorek, sos AïOLI",182.68,250.0,15,D
145,710.23,27.64,48.26,42.79,3.65,18.560000000000002,6.89,4.89,12,TRUFFLE SCRAMBLE TOAST,310,g,29.99,Śniadania,Gdańsk,"chleb na zakwasie, jajecznica na maśle, pieczarki w sosie śmietanowo –  truflowym, grana padano, szczypiorek, liście szczawiku krwistego, sos AïOLI",169.75,19.35,27,E
146,931.45,27.89,62.43,63.550000000000004,6.99,17.34,7.21,4.25,10,TURKISH EGGS,340,g,32.99,Śniadania,Gdańsk,"jajka poche, serek śmietankowy, mix pestek, olej chili, oliwa bazyliowo-szczypiorkowa, koperek, szczawik krwisty, pita AïOLI",222.62,2.94,29,E
147,1155.35,49.370000000000005,78.53,59.0,15.92,22.27,13.81,3.5100000000000002,12,BACON SANDWICH,400,g,34.99,Śniadania,Gdańsk,"domowa chałka, ser cheddar, bekon, burak marynowany, liście botwinki, sałata karbowana, cebula marynowana, dwa jajka sadzone, sos AïOLI",276.14,17.5,31,E
148,1399.8,42.57,100.76,75.02000000000001,10.22,25.0,15.969999999999999,7.029999999999999,11,ENGLISH BREAKFAST,550,g,38.99,Śniadania,Gdańsk,"jajka sadzone, kiełbaski frankfurterki, fasola w sosie pomidorowym, grillowany boczek, portobello, pomidor, sos AïOLI, pita AïOLI",334.56,25.45,28,E
149,780.25,26.7,48.04,61.6,8.37,12.14,7.16,11.19,13,HUEVOS RANCHEROS,430,g,36.99,Śniadania,Gdańsk,"jajko sadzone, awokado, salsa ranchera z pomidorów, pasta z czerwonej fasoli z kminem rzymskim, kremowy serek, rukola, kiełki buraka, ogórek świeży,  prażone ziarna, limonka, pita AïOLI",186.48,50.0,25,E
150,604.5,22.68,36.71,47.589999999999996,4.18,8.74,13.25,7.92,12,SALMON TOAST,310,g,42.99,Śniadania,Gdańsk,"awokado, łosoś wędzony, rukola, kremowy serek, chleb na zakwasie, kiełki buraka, ogórek, sos winegret, prażone ziarna",144.48,25.81,24,E
151,656.1999999999999,21.22,42.84,48.43,5.8500000000000005,13.51,11.54,7.87,13,AVOCADO TOAST,330,g,34.99,Śniadania,Gdańsk,"chleb na zakwasie, awokado, dwa jajka poché, pomidor, mascarpone, sos sriracha, olej chili, pomidorki koktajlowe, kwiaty jadalne, kiełki groszku",156.84,28.79,26,E
152,655.99,29.9,42.879999999999995,38.25,4.84,21.56,3.2,2.77,10,BENEDICT ALLA CRISPY PROSCIUTTO,315,g,35.99,Śniadania,Gdańsk,"grillowana bułka, szpinak na maśle, jajko poché, chipsy prosciutto, grana padano, sos holenderski, szczypiorek, kiełki groszku",156.79,14.92,25,E
153,745.6,24.49,29.36,98.47,48.81,14.17,1.25,5.32,9,SYRNIKI VANILLA & RHUBARB,385,g,34.99,Śniadania,Gdańsk,"syrniki na domowym waniliowym kremie, karmelizowany rabarbar, kruszonka, sos tres leches, maliny, borówki, mięta",178.2,23.38,26,E
154,947.46,35.8,59.260000000000005,71.0,12.23,12.91,2.63,8.0,12,AïOLI BEEF TATAR 2.0,350,,45.99,Menu główne,Katowice,"rostbef, owoc kaparowca, cebula, ogórek kiszony, żółtko, sriracha, kiełki groszku, marynowane kurki, sos AïOLI truflowy, chleb na zakwasie, chipsy z batatów",226.45,34.29,21,E
155,827.85,10.169999999999998,53.120000000000005,80.11,15.620000000000001,5.84,2.88,9.68,9,AïOLI VEGE TATAR,330,g,37.99,Menu główne,Katowice,"pomidor, cebula, ogórek kiszony, kiełki groszku, kurki marynowane, sos AïOLI truflowy, chleb na zakwasie, chipsy z batatów",197.86,69.7,14,D
156,690.72,8.34,48.980000000000004,55.38,13.68,7.0,1.49,5.4,4,SWEET POTATO CHIPS,125,g,29.99,Menu główne,Katowice,"chipsy z batata, parmezan, sos AïOLI",165.09,72.0,10,C
157,300.45,6.37,22.419999999999998,19.44,10.53,6.13,11.04,6.33,7,ROASTED CABBAGE,300,g,32.99,Menu główne,Katowice,"grillowana kapusta, sambal, kremowy serek, oliwa bazyliowo – szczypiorkowa, granat, kiełki groszku",71.81,83.33,19,E
158,1466.04,53.410000000000004,122.61999999999999,33.68,1.71,21.41,6.62,2.34,11,TEMPURA CRISPY WINGS,450,g,39.99,Menu główne,Katowice,"skrzydełka z kurczaka w pikantnej tempurze, sos sambal, chili, szczypiorek, sezam, sos AïOLI",350.39,3.33,29,E
159,631.5,21.01,40.55,45.49,1.52,10.42,9.33,4.21,7,LOADED FRIES & BEEF BITES,225,g,42.99,Menu główne,Katowice,"plastry steka z rostbefu, sticksy, sos serowy, chimichurri, szczypiorek",150.93,57.33,25,E
160,493.25,27.8,26.53,33.85,2.88,10.92,2.13,2.25,9,BLACK GARLIC SHRIMPS,220,g,52.99,Menu główne,Katowice,"krewetki 6 szt., białe wino, masło, czarny czosnek, natka pietruszki, chili, cytryna, domowa focaccia AïOLI",117.89,11.36,18,D
161,493.16999999999996,27.830000000000002,26.53,33.85,1.9200000000000002,10.92,2.13,2.25,9,BUTTER WINE SHRIMPS,220,g,49.99,Menu główne,Katowice,"krewetki 6 szt., białe wino, masło, czosnek, natka pietruszki, chili, cytryna, domowa focaccia AïOLI",117.87,11.36,18,D
162,438.31,25.799999999999997,19.29,39.7,4.319999999999999,2.74,11.620000000000001,1.79,8,KATAIFI SHRIMPS,230,g,52.99,Menu główne,Katowice,"krewetki nobashi, ciasto kataifi, sos AïOLI sriracha, salsa mango, kolendra",104.76,11.74,22,E
163,1447.35,65.32,92.13,87.26,3.71,20.46,7.83,7.2299999999999995,18,AïOLI SHARING MEAT,600,g,79.99,Menu główne,Katowice,"set 3 tapasów: AïOLI BEEF TATAR 2.0, TEMPURA CRISPY WINGS, LOADED FRIES & BEEF BITES",345.92,25.83,27,E
164,1740.6399999999999,11.87,132.5,131.68,36.89,15.200000000000001,11.87,17.94,14,AïOLI SHARING VEGE,540,g,59.99,Menu główne,Katowice,"set 3 tapasów: ROASTED CABBAGE, AïOLI VEGE TATAR, SWEET POTATO CHIPS",416.02,85.93,31,E
165,1184.92,61.519999999999996,72.46000000000001,71.26,4.949999999999999,24.080000000000002,10.09,5.109999999999999,14,AïOLI SHARING SEAFOOD,570,g,129.99,Menu główne,Katowice,"set 3 tapasów: BUTTER WINE SHRIMPS, BLACK GARLIC SHRIMPS, KATAIFI SHRIMPS",283.2,8.6,27,E
166,375.02,6.71,27.21,27.28,14.049999999999999,7.85,5.19,5.32,7,CREMA DI POMODORO,450,g,22.99,Menu główne,Katowice,"krem z włoskich pomidorów pelati, sos z gorgonzoli, chipsy z cebuli",89.63,76.89,23,E
167,159.34,3.8899999999999997,8.91,16.48,4.09,1.2300000000000002,4.22,4.0,6,ZUPA DNIA,450,ml,22.99,Menu główne,Katowice,"zapytaj kelnera, jaką zupę przygotował dzisiaj Szef Kuchni",38.08,27.11,19,E
168,1420.43,56.44,81.07,119.67999999999999,7.970000000000001,21.3,8.51,9.89,12,AïOLI BURGER,520,g,49.99,Menu główne,Katowice,"bułka pszenna, wołowina 100%, sałata, pomidor, ser cheddar, bekon, ogórek piklowany, cebula karmelizowana, frytki, sos AïOLI, colesław",339.49,51.35,26,E
169,688.15,38.75,44.5,36.26,3.06,13.05,6.75,2.06,10,SMASH BURGER,310,g,46.99,Menu główne,Katowice,"bułka pszenna, wołowina 100%, cheddar, sos AïOLI truflowy, cebula, ogórek piklowany, sos AïOLI musztardowy",164.47,9.68,29,E
170,1509.45,56.81,86.14,126.98,8.219999999999999,21.45,13.6,11.0,11,PHILLY CHEESESTEAK BURGER,600,g,59.99,Menu główne,Katowice,"bułka pszenna, stek z rostbefu,  jalapeño, pesto bazyliowe, papryka, cebula, ser provolone, sos AïOLI",360.77,45.0,26,E
171,1245.1,34.120000000000005,67.56,124.73,15.04,11.379999999999999,30.5,10.76,9,REUBEN SANDWICH,520,g,52.99,Menu główne,Katowice,"grillowana chałka, pastrami, kapusta kiszona, ogórek kiszony, sos AïOLI musztardowy, frytki, sos AïOLI, colesław",297.59,54.81,27,E
172,1341.5500000000002,43.34,65.28,146.51999999999998,11.65,9.13,9.08,12.04,12,KOREAN FRIED CHICKEN BURGER,550,g,47.99,Menu główne,Katowice,"bułka pszenna, pierś z kurczaka w chrupiącej panierce, kimchi, salsa mango, kapusta czerwona z tabasco, sos AïOLI",320.64,54.0,25,E
173,84.72,3.14,3.14,11.110000000000001,0.53,1.1099999999999999,0.38,0.66,5,MARGHERITA,38,cm,34.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, świeża bazylia",20.25,21.05,1,B
174,110.84,3.71,5.33,12.09,1.16,2.29,0.44,0.76,5,TARTUFO & SWEET POTATO CHIPS,38,cm,38.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos śmietanowo – truflowy, chipsy z batata, grana padano, mozzarella fior di latte",26.49,13.16,3,C
175,80.69,3.29,3.39,9.24,0.53,1.33,0.39,0.55,8,BURRATA & COTTO,38,cm,48.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, prosciutto cotto, burrata, pomidorki cherry, bazylia, oliwa cytrynowa",19.29,21.05,1,B
176,88.9,3.12,3.41,11.43,0.78,1.6199999999999999,0.4,0.66,6,NDUJA & CARAMELIZED ONION,38,cm,52.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, nduja, karmelizowana cebula, mascarpone",21.25,18.42,2,B
177,81.67,3.4499999999999997,2.68,11.05,0.46,1.31,0.41000000000000003,0.63,6,TARTUFO & COTTO BIANCA,38,cm,49.99,Menu główne,Katowice,"ciasto z mąki włoskiej,  sos śmietanowo – truflowy, mozzarella fior di latte, portobello, prosciutto cotto, natka pietruszki",19.52,10.53,2,B
178,97.92,3.4,3.9299999999999997,12.17,2.06,1.45,0.45,0.58,7,SALAMI & CHILLI HONEY,38,cm,48.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos z pomidorów pelati, mozzarella fior di latte, salami picante, miód chili, ricotta",23.4,13.16,2,B
179,88.73,3.29,3.8299999999999996,10.57,0.55,1.21,0.45999999999999996,0.8,8,KIMCHI PIZZA,38,cm,47.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos z pomidorów pelati, mozzarella fior di latte, kimchi, salami picante, olej sezamowy, sezam, szczypiorek",21.21,23.68,2,B
180,1086.8,47.19,41.45,131.63,7.87,14.95,5.62,7.53,7,PROSCIUTTO CRUDO,38,cm,49.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, mozzarella fior di latte, Prosciutto Crudo, pomidorki cherry, rukola",259.75,263.16,22,E
